source,target
2199023264980,10995116278369
2199023264980,13194139543884
2199023264980,30786325580361
2199023264980,30786325588189
2199023265046,19791209303940
2199023265046,37383395352091
2199023265050,26388279076344
2199023265050,30786325586720
2199023265057,28587302330608
2199023265057,28587302332259
2199023265060,6597069774399
2199023265089,6597069774986
2199023265089,15393162792064
2199023265089,37383395348452
2199023265089,37383395348730
2199023265112,10995116284554
2199023265112,30786325583430
2199023265146,10995116284554
2199023265146,15393162793576
2199023265146,15393162799347
2199023265159,17592186052948
2199023265159,24189255819865
2199023265196,10995116283689
2199023265196,10995116284517
2199023265196,10995116285001
2199023265196,17592186045281
2199023265196,19791209305839
2199023265196,24189255819104
2199023265196,24189255819865
2199023265196,26388279068973
2199023265196,26388279076395
2199023265196,28587302325089
2199023265196,28587302332032
2199023265196,30786325578027
2199023265196,30786325578560
2199023265196,30786325582767
2199023265196,32985348843454
2199023265196,35184372097873
2199023265212,4398046520667
2199023265212,37383395346298
2199023265218,30786325588189
2199023265221,6597069770217
2199023265221,8796093031938
2199023265221,37383395348730
2199023265231,4398046516215
2199023265231,4398046517540
2199023265231,4398046518040
2199023265231,4398046521993
2199023265231,6597069771706
2199023265231,6597069771967
2199023265231,6597069772146
2199023265231,8796093022294
2199023265231,8796093026270
2199023265231,8796093026336
2199023265231,8796093031180
2199023265231,8796093031362
2199023265231,10995116279938
2199023265231,10995116283346
2199023265231,10995116284212
2199023265231,10995116285562
2199023265231,10995116286193
2199023265231,10995116286920
2199023265231,13194139533800
2199023265231,15393162789178
2199023265231,15393162789356
2199023265231,15393162789525
2199023265231,15393162790025
2199023265231,15393162792064
2199023265231,15393162792419
2199023265231,15393162792765
2199023265231,15393162793717
2199023265231,15393162794206
2199023265231,15393162799347
2199023265231,19791209304200
2199023265231,19791209305553
2199023265231,21990232562836
2199023265231,24189255819764
2199023265231,26388279068077
2199023265231,26388279075872
2199023265231,26388279076874
2199023265231,28587302322295
2199023265231,28587302330608
2199023265231,30786325578403
2199023265231,30786325582731
2199023265231,32985348833424
2199023265231,32985348840727
2199023265231,37383395346877
2199023265231,37383395353906
2199023265236,10995116288202
2199023265325,21990232558893
2199023265372,8796093029641
2199023265372,8796093032264
2199023265372,13194139535349
2199023265372,13194139535808
2199023265372,13194139540142
2199023265372,17592186050067
2199023265372,26388279074382
2199023265372,30786325586720
2199023265372,32985348841275
2199023265393,6597069767791
2199023265393,6597069774986
2199023265393,8796093023078
2199023265393,8796093027022
2199023265393,10995116277966
2199023265393,13194139543884
2199023265393,15393162792765
2199023265393,17592186052721
2199023265393,35184372092017
2199023265393,37383395345487
2199023265393,37383395352091
2199023265402,4398046511987
2199023265402,4398046517968
2199023265402,4398046520134
2199023265402,6597069773288
2199023265402,6597069775211
2199023265402,10995116282388
2199023265402,10995116282854
2199023265402,15393162792419
2199023265431,13194139535808
2199023265431,21990232557231
2199023265453,26388279070846
2199023265453,32985348843177
2199023265458,4398046516402
2199023265458,4398046516877
2199023265458,4398046517216
2199023265458,4398046518009
2199023265458,4398046520890
2199023265458,4398046522020
2199023265458,6597069770217
2199023265458,6597069771431
2199023265458,6597069772488
2199023265458,6597069774986
2199023265458,6597069777641
2199023265458,8796093024380
2199023265458,8796093025294
2199023265458,8796093028585
2199023265458,8796093030492
2199023265458,10995116279730
2199023265458,10995116284554
2199023265458,10995116285725
2199023265458,10995116287466
2199023265458,10995116288480
2199023265458,15393162790196
2199023265458,15393162790976
2199023265458,15393162793052
2199023265458,15393162793774
2199023265458,15393162794953
2199023265458,17592186051568
2199023265458,17592186052721
2199023265458,19791209309876
2199023265458,21990232556270
2199023265458,21990232556419
2199023265458,21990232557685
2199023265458,21990232559659
2199023265458,21990232563972
2199023265458,24189255819104
2199023265458,26388279073330
2199023265458,26388279075887
2199023265458,28587302323624
2199023265458,28587302324468
2199023265458,28587302328877
2199023265458,28587302330608
2199023265458,30786325578027
2199023265458,30786325578118
2199023265458,30786325582731
2199023265458,30786325584205
2199023265458,30786325586851
2199023265458,32985348833510
2199023265458,32985348833693
2199023265458,32985348840010
2199023265458,32985348844186
2199023265458,35184372090214
2199023265458,35184372091281
2199023265458,35184372092017
2199023265458,35184372097122
2199023265458,37383395344616
2199023265458,37383395347913
2199023265458,37383395349610
2199023265458,37383395350470
2199023265458,37383395351548
2199023265475,4398046516402
2199023265475,13194139535808
2199023265475,13194139537936
2199023265475,13194139543884
2199023265475,24189255817587
2199023265489,4398046514800
2199023265489,4398046519431
2199023265489,6597069767791
2199023265489,6597069771972
2199023265489,6597069773796
2199023265489,6597069774986
2199023265489,8796093022554
2199023265489,8796093031180
2199023265489,13194139534767
2199023265489,13194139535829
2199023265489,13194139540317
2199023265489,13194139543884
2199023265489,15393162789525
2199023265489,15393162791055
2199023265489,15393162793364
2199023265489,15393162796066
2199023265489,15393162797982
2199023265489,17592186046404
2199023265489,19791209303784
2199023265489,19791209307409
2199023265489,21990232561382
2199023265489,21990232562554
2199023265489,21990232562809
2199023265489,24189255811750
2199023265489,24189255817587
2199023265489,26388279067780
2199023265489,26388279069125
2199023265489,26388279070531
2199023265489,26388279070673
2199023265489,26388279074970
2199023265489,26388279075212
2199023265489,26388279075503
2199023265489,26388279075887
2199023265489,28587302324802
2199023265489,30786325578411
2199023265489,30786325581729
2199023265489,30786325584361
2199023265489,30786325588163
2199023265489,30786325588422
2199023265489,32985348833424
2199023265489,35184372092017
2199023265489,35184372093615
2199023265489,35184372095672
2199023265489,35184372096977
2199023265489,35184372097850
2199023265489,35184372097995
2199023265489,37383395349172
2199023265526,4398046511987
2199023265526,6597069774477
2199023265526,10995116279088
2199023265526,10995116285798
2199023265526,13194139534180
2199023265526,32985348837497
2199023265539,10995116288202
2199023265564,26388279067076
2199023265585,13194139541579
2199023265585,21990232562040
2199023265629,15393162792918
2199023265629,15393162797393
2199023265629,30786325585990
2199023265629,37383395348452
2199023265672,21990232559659
2199023265672,24189255814889
2199023265692,6597069773288
2199023265692,30786325580361
2199023265692,30786325588189
2199023265692,37383395348452
2199023265692,37383395351730
2199023265723,6597069775211
2199023265723,19791209304999
2199023265723,21990232559659
2199023265723,35184372099038
2199023265733,4398046511304
2199023265733,4398046513698
2199023265733,8796093022330
2199023265733,26388279070832
2199023265765,6597069771972
2199023265765,10995116277966
2199023265765,26388279067058
2199023265765,35184372092017
2199023265765,35184372094582
2199023265774,21990232559935
2199023265789,21990232559659
2199023265812,4398046521694
2199023265812,8796093027022
2199023265812,35184372089365
2199023265878,15393162789356
2199023265878,24189255814889
2199023265887,4398046517968
2199023265887,6597069767047
2199023265887,6597069767976
2199023265887,8796093024677
2199023265887,10995116277966
2199023265887,13194139538590
2199023265887,15393162788923
2199023265887,15393162792765
2199023265887,15393162794953
2199023265887,17592186045208
2199023265887,19791209309107
2199023265887,19791209309821
2199023265887,19791209310352
2199023265887,26388279074382
2199023265887,28587302330608
2199023265887,35184372094714
2199023265902,4398046520658
2199023265902,6597069771139
2199023265902,21990232558939
2199023265902,26388279069292
2199023265941,6597069775831
2199023265941,8796093027342
2199023265941,8796093029621
2199023265941,10995116282474
2199023265941,10995116285001
2199023265941,13194139538219
2199023265941,15393162793364
2199023265941,19791209303784
2199023265941,19791209310890
2199023265941,28587302332291
2199023265941,30786325577740
2199023265941,30786325587391
2199023265941,35184372089365
2199023265941,37383395345533
2199023265941,37383395345727
2199023265942,8796093027159
2199023265942,13194139536367
2199023265942,30786325578027
2199023265942,30786325584361
2199023265942,35184372091281
2199023265951,4398046517968
2199023265951,4398046520852
2199023265951,15393162793364
2199023265970,2199023266478
2199023265970,4398046511987
2199023265970,4398046514464
2199023265970,4398046520134
2199023265970,4398046520890
2199023265970,8796093027868
2199023265970,15393162795288
2199023265970,19791209303940
2199023265970,21990232563812
2199023265970,28587302333120
2199023265970,30786325579846
2199023266066,8796093031160
2199023266066,15393162792097
2199023266066,19791209301675
2199023266066,21990232560671
2199023266089,2199023266478
2199023266089,6597069774378
2199023266089,24189255818481
2199023266089,30786325585990
2199023266089,35184372097873
2199023266116,4398046511987
2199023266116,6597069774477
2199023266116,6597069776343
2199023266116,10995116279088
2199023266116,15393162795813
2199023266116,26388279068313
2199023266146,26388279073672
2199023266159,6597069774986
2199023266159,6597069776987
2199023266159,26388279075022
2199023266159,35184372095672
2199023266161,6597069775831
2199023266161,19791209300166
2199023266161,19791209304999
2199023266161,19791209309287
2199023266171,15393162792918
2199023266175,8796093028585
2199023266175,10995116277919
2199023266175,10995116280975
2199023266175,13194139537074
2199023266175,15393162796066
2199023266175,15393162797956
2199023266175,17592186047140
2199023266175,17592186047799
2199023266175,21990232565037
2199023266175,26388279070846
2199023266175,26388279075212
2199023266175,26388279077457
2199023266175,30786325578027
2199023266175,30786325583430
2199023266175,35184372092829
2199023266175,37383395345533
2199023266175,37383395346475
2199023266175,37383395352088
2199023266207,6597069774986
2199023266207,15393162791055
2199023266207,28587302323624
2199023266253,6597069769061
2199023266253,6597069773602
2199023266253,10995116282474
2199023266253,10995116286729
2199023266253,13194139538863
2199023266253,15393162790196
2199023266253,28587302328877
2199023266253,28587302331916
2199023266253,32985348844186
2199023266253,35184372089421
2199023266253,35184372096876
2199023266265,30786325588189
2199023266269,26388279067058
2199023266269,35184372095672
2199023266304,4398046521197
2199023266304,10995116279938
2199023266304,15393162799347
2199023266304,24189255819865
2199023266304,28587302329524
2199023266304,28587302332385
2199023266340,4398046513564
2199023266340,4398046519227
2199023266340,8796093029782
2199023266340,10995116279771
2199023266340,10995116280412
2199023266340,10995116284554
2199023266340,13194139538863
2199023266340,17592186045281
2199023266340,17592186045818
2199023266340,17592186049402
2199023266340,19791209300876
2199023266340,28587302331608
2199023266340,28587302332259
2199023266340,30786325584361
2199023266340,32985348842070
2199023266340,35184372099504
2199023266340,37383395344702
2199023266376,6597069769778
2199023266376,8796093029641
2199023266376,21990232565037
2199023266376,26388279070147
2199023266376,26388279074382
2199023266386,6597069771706
2199023266386,6597069774378
2199023266386,8796093031180
2199023266386,26388279071554
2199023266386,30786325584361
2199023266405,6597069777641
2199023266405,10995116286881
2199023266405,15393162790976
2199023266405,28587302324736
2199023266405,30786325584205
2199023266405,37383395352273
2199023266414,4398046511304
2199023266414,8796093027051
2199023266414,8796093032132
2199023266414,10995116284752
2199023266414,10995116288202
2199023266478,4398046511987
2199023266478,4398046517216
2199023266478,4398046520890
2199023266478,8796093026165
2199023266478,19791209301675
2199023266478,24189255815622
2199023266485,35184372093350
2199023266489,15393162789959
4398046511148,6597069769591
4398046511148,6597069771115
4398046511148,15393162793576
4398046511202,4398046511304
4398046511202,8796093032132
4398046511213,19791209303940
4398046511213,26388279073722
4398046511213,32985348834690
4398046511238,4398046512729
4398046511238,4398046514800
4398046511238,4398046517570
4398046511238,10995116284554
4398046511238,15393162792064
4398046511238,24189255813021
4398046511238,28587302331603
4398046511238,30786325584361
4398046511238,35184372097122
4398046511291,8796093029676
4398046511291,10995116284589
4398046511291,15393162789959
4398046511304,4398046512623
4398046511304,4398046513698
4398046511304,4398046521516
4398046511304,6597069767047
4398046511304,10995116278602
4398046511304,10995116286003
4398046511304,15393162796066
4398046511304,15393162799345
4398046511304,19791209305340
4398046511304,21990232561386
4398046511304,26388279074506
4398046511316,37383395345487
4398046511335,35184372089418
4398046511381,19791209309107
4398046511391,13194139535929
4398046511391,15393162793576
4398046511391,26388279070687
4398046511391,35184372089026
4398046511391,37383395348452
4398046511410,4398046511987
4398046511410,6597069771706
4398046511410,15393162790025
4398046511410,15393162794203
4398046511410,17592186047163
4398046511410,19791209302424
4398046511410,19791209306485
4398046511410,21990232556998
4398046511410,21990232561265
4398046511410,24189255811866
4398046511410,26388279068077
4398046511410,30786325581633
4398046511410,32985348842998
4398046511410,35184372092017
4398046511410,37383395346877
4398046511410,37383395351754
4398046511460,17592186049437
4398046511463,8796093031180
4398046511463,28587302328444
4398046511463,32985348834866
4398046511473,4398046511987
4398046511473,4398046520852
4398046511473,4398046520890
4398046511473,6597069767124
4398046511473,13194139540317
4398046511473,15393162790025
4398046511473,17592186047140
4398046511473,30786325578027
4398046511473,30786325583816
4398046511484,28587302330608
4398046511490,4398046516215
4398046511490,21990232562554
4398046511490,26388279068313
4398046511490,26388279070846
4398046511490,26388279075503
4398046511511,4398046516215
4398046511511,6597069775211
4398046511511,13194139538102
4398046511511,13194139540372
4398046511511,19791209305996
4398046511511,26388279068313
4398046511511,28587302325923
4398046511513,21990232558893
4398046511545,4398046511987
4398046511545,8796093029276
4398046511545,30786325584088
4398046511545,37383395351754
4398046511579,37383395352088
4398046511606,15393162795988
4398046511622,8796093026165
4398046511622,10995116283619
4398046511622,19791209302816
4398046511622,21990232558589
4398046511664,10995116284554
4398046511664,26388279075022
4398046511664,30786325578027
4398046511680,21990232557231
4398046511680,26388279076344
4398046511680,30786325578027
4398046511680,37383395349610
4398046511700,4398046520890
4398046511700,21990232565902
4398046511700,35184372092017
4398046511722,30786325581003
4398046511744,6597069770217
4398046511744,6597069774986
4398046511744,13194139539195
4398046511744,15393162793052
4398046511744,21990232559260
4398046511744,32985348840010
4398046511744,37383395354454
4398046511868,28587302328321
4398046511868,28587302331608
4398046511868,30786325585990
4398046511868,30786325586802
4398046511868,32985348834866
4398046511868,35184372091802
4398046511886,6597069767222
4398046511886,10995116281401
4398046511886,10995116283619
4398046511886,13194139540317
4398046511934,4398046512623
4398046511934,4398046513698
4398046511934,4398046517909
4398046511934,6597069766699
4398046511934,6597069773053
4398046511934,10995116278602
4398046511934,10995116282628
4398046511934,13194139534180
4398046511934,13194139539554
4398046511934,13194139543621
4398046511934,17592186049308
4398046511934,30786325582521
4398046511934,32985348842205
4398046511987,4398046520134
4398046511987,35184372093350
4398046512039,13194139533842
4398046512039,15393162793052
4398046512039,24189255816810
4398046512039,26388279069173
4398046512039,26388279076893
4398046512039,32985348841536
4398046512039,37383395347365
4398046512072,6597069771706
4398046512095,37383395348730
4398046512134,17592186055017
4398046512134,21990232555764
4398046512134,35184372097831
4398046512134,37383395348730
4398046512149,4398046513564
4398046512149,6597069774986
4398046512149,8796093031080
4398046512149,8796093031180
4398046512149,13194139538863
4398046512149,19791209310888
4398046512149,26388279067812
4398046512149,35184372097122
4398046512190,15393162797982
4398046512190,30786325588189
4398046512190,37383395348730
4398046512195,10995116284458
4398046512195,24189255819865
4398046512195,24189255820607
4398046512195,26388279070147
4398046512195,32985348837247
4398046512195,35184372090120
4398046512214,4398046517968
4398046512214,6597069776343
4398046512214,10995116277761
4398046512214,10995116284212
4398046512214,10995116285167
4398046512214,15393162790025
4398046512214,19791209301675
4398046512214,24189255812529
4398046512214,35184372093350
4398046512216,21990232557291
4398046512216,28587302331852
4398046512216,30786325585990
4398046512216,37383395352273
4398046512258,4398046516402
4398046512258,4398046518009
4398046512258,6597069772488
4398046512258,6597069774986
4398046512258,6597069775831
4398046512258,8796093024380
4398046512258,8796093029733
4398046512258,8796093030184
4398046512258,13194139537074
4398046512258,15393162797737
4398046512258,21990232560745
4398046512258,28587302329082
4398046512258,32985348836487
4398046512258,35184372094784
4398046512258,37383395348452
4398046512280,21990232557596
4398046512343,19791209303940
4398046512363,8796093031897
4398046512363,10995116278138
4398046512363,21990232561531
4398046512363,28587302327725
4398046512363,35184372092829
4398046512365,26388279076344
4398046512365,37383395348452
4398046512370,6597069775831
4398046512370,19791209305340
4398046512370,21990232564841
4398046512444,6597069774986
4398046512444,19791209308592
4398046512444,30786325582767
4398046512444,30786325588189
4398046512444,35184372090083
4398046512453,4398046521694
4398046512453,17592186046583
4398046512453,30786325581887
4398046512455,8796093032168
4398046512455,13194139535929
4398046512455,13194139542022
4398046512455,24189255814378
4398046512455,26388279075022
4398046512455,30786325586835
4398046512455,37383395344616
4398046512455,37383395348730
4398046512455,37383395354152
4398046512485,8796093027159
4398046512485,15393162793052
4398046512485,19791209309107
4398046512485,21990232561531
4398046512485,35184372089026
4398046512485,37383395344702
4398046512485,37383395345186
4398046512501,4398046521153
4398046512501,8796093031160
4398046512501,13194139540984
4398046512501,15393162793486
4398046512501,17592186047321
4398046512501,19791209301675
4398046512501,21990232563317
4398046512501,24189255821847
4398046512501,26388279067076
4398046512501,26388279076520
4398046512501,28587302328606
4398046512501,30786325581075
4398046512501,32985348834863
4398046512511,10995116284458
4398046512527,19791209303940
4398046512536,4398046520505
4398046512536,28587302331852
4398046512536,30786325578027
4398046512547,19791209309107
4398046512623,4398046513698
4398046512623,4398046520505
4398046512623,6597069766821
4398046512623,6597069771878
4398046512623,10995116286648
4398046512650,4398046513564
4398046512650,6597069776987
4398046512650,8796093031180
4398046512650,17592186045852
4398046512650,17592186051480
4398046512650,17592186055188
4398046512650,26388279073755
4398046512650,28587302324468
4398046512650,32985348834866
4398046512668,6597069769061
4398046512668,8796093031180
4398046512668,13194139540056
4398046512668,13194139543884
4398046512668,15393162795813
4398046512668,17592186051480
4398046512668,19791209304705
4398046512668,19791209305996
4398046512668,24189255817587
4398046512668,24189255818695
4398046512668,28587302328606
4398046512668,30786325581075
4398046512668,30786325582392
4398046512668,30786325588189
4398046512668,35184372094880
4398046512668,37383395353297
4398046512680,4398046517894
4398046512680,4398046520134
4398046512680,6597069776343
4398046512680,19791209309927
4398046512680,35184372093350
4398046512698,19791209301779
4398046512729,6597069774986
4398046512729,13194139543884
4398046512729,30786325583430
4398046512729,30786325588189
4398046512731,4398046517216
4398046512731,15393162793576
4398046512731,21990232560671
4398046512731,32985348840010
4398046512747,8796093023078
4398046512747,8796093024380
4398046512747,8796093027051
4398046512747,8796093030184
4398046512747,10995116284554
4398046512747,13194139533855
4398046512747,15393162792765
4398046512747,15393162797737
4398046512747,21990232557596
4398046512747,21990232565902
4398046512747,24189255812627
4398046512747,26388279072272
4398046512747,28587302329082
4398046512747,28587302332259
4398046512747,30786325588189
4398046512747,35184372094582
4398046512747,35184372094912
4398046512747,37383395345487
4398046512784,4398046517216
4398046512784,10995116280141
4398046512784,15393162792958
4398046512784,28587302323624
4398046512797,24189255815805
4398046512797,26388279070147
4398046512801,6597069766699
4398046512801,6597069766821
4398046512801,8796093027051
4398046512897,6597069774986
4398046512927,6597069774399
4398046512930,4398046517216
4398046512930,6597069774986
4398046512930,8796093032192
4398046512930,30786325588189
4398046512960,17592186045208
4398046512971,28587302324736
4398046512971,37383395348730
4398046513016,21990232564841
4398046513016,24189255819865
4398046513036,4398046514413
4398046513036,4398046514937
4398046513036,6597069772339
4398046513036,6597069774399
4398046513036,6597069775406
4398046513036,6597069776056
4398046513036,6597069776292
4398046513036,8796093023952
4398046513036,8796093029676
4398046513036,8796093029733
4398046513036,10995116278919
4398046513036,10995116282854
4398046513036,10995116285126
4398046513036,10995116285167
4398046513036,10995116285385
4398046513036,10995116285798
4398046513036,10995116287519
4398046513036,13194139534075
4398046513036,13194139537319
4398046513036,13194139540056
4398046513036,13194139540984
4398046513036,13194139542965
4398046513036,15393162790025
4398046513036,15393162791055
4398046513036,15393162793576
4398046513036,15393162793774
4398046513036,15393162799165
4398046513036,17592186045196
4398046513036,17592186045208
4398046513036,17592186047321
4398046513036,17592186049147
4398046513036,19791209304439
4398046513036,19791209307409
4398046513036,19791209309107
4398046513036,19791209309927
4398046513036,21990232558939
4398046513036,21990232560122
4398046513036,21990232561767
4398046513036,24189255816049
4398046513036,24189255816810
4398046513036,24189255818695
4398046513036,26388279072733
4398046513036,26388279074273
4398046513036,28587302324262
4398046513036,28587302326617
4398046513036,28587302327725
4398046513036,28587302328611
4398046513036,28587302333120
4398046513036,30786325579729
4398046513036,30786325582731
4398046513036,35184372093665
4398046513036,35184372098841
4398046513036,37383395351876
4398046513036,37383395353345
4398046513040,13194139540003
4398046513040,28587302329524
4398046513051,6597069772339
4398046513051,8796093027159
4398046513051,15393162793934
4398046513051,15393162797956
4398046513051,21990232557231
4398046513051,21990232559659
4398046513051,24189255815805
4398046513051,28587302325923
4398046513051,35184372091451
4398046513077,6597069767791
4398046513077,19791209303784
4398046513077,24189255818481
4398046513077,28587302331603
4398046513077,30786325586720
4398046513077,32985348841275
4398046513077,35184372089418
4398046513126,4398046514413
4398046513126,6597069774109
4398046513126,8796093031473
4398046513126,15393162796545
4398046513126,24189255819075
4398046513126,30786325582912
4398046513126,37383395345539
4398046513157,4398046513698
4398046513157,8796093023078
4398046513157,32985348844186
4398046513168,10995116277966
4398046513168,21990232562514
4398046513315,19791209303940
4398046513315,37383395345539
4398046513315,37383395352091
4398046513367,6597069769591
4398046513367,6597069773796
4398046513367,8796093027051
4398046513367,15393162792918
4398046513367,15393162796066
4398046513367,24189255811291
4398046513367,26388279076893
4398046513367,37383395349610
4398046513395,19791209300837
4398046513432,4398046517968
4398046513432,4398046520852
4398046513432,13194139544187
4398046513432,37383395348730
4398046513439,4398046519431
4398046513439,13194139539343
4398046513439,17592186045902
4398046513439,19791209309821
4398046513439,26388279075022
4398046513442,6597069773288
4398046513442,10995116288480
4398046513442,13194139541373
4398046513442,19791209301273
4398046513442,21990232562514
4398046513442,24189255813906
4398046513442,37383395348452
4398046513445,30786325587391
4398046513446,37383395346298
4398046513480,13194139539343
4398046513480,17592186045902
4398046513483,32985348841536
4398046513491,4398046517968
4398046513491,4398046520134
4398046513491,8796093030492
4398046513491,15393162797132
4398046513502,4398046516814
4398046513502,8796093026165
4398046513502,10995116277919
4398046513502,15393162792918
4398046513502,35184372092025
4398046513564,8796093031180
4398046513564,17592186051480
4398046513564,30786325584205
4398046513564,30786325585990
4398046513640,4398046513698
4398046513640,4398046519431
4398046513640,6597069766699
4398046513640,13194139540003
4398046513640,15393162793949
4398046513655,26388279070832
4398046513670,4398046514800
4398046513670,10995116283689
4398046513670,10995116285126
4398046513670,13194139540003
4398046513670,13194139541422
4398046513670,17592186051480
4398046513670,21990232560745
4398046513670,21990232561382
4398046513670,21990232563812
4398046513670,26388279070832
4398046513670,28587302326763
4398046513670,35184372092916
4398046513670,35184372094784
4398046513670,35184372096958
4398046513698,37383395348730
4398046513747,6597069769061
4398046513747,6597069774378
4398046513747,6597069775831
4398046513747,8796093022294
4398046513747,8796093023823
4398046513747,10995116279524
4398046513747,13194139535996
4398046513747,15393162789525
4398046513747,15393162795813
4398046513747,17592186045373
4398046513747,21990232561874
4398046513747,30786325578118
4398046513747,37383395345186
4398046513747,37383395348730
4398046513755,10995116284563
4398046513755,19791209303940
4398046513767,6597069768174
4398046513767,8796093030492
4398046513767,15393162793052
4398046513767,15393162795090
4398046513767,17592186047135
4398046513767,19791209305841
4398046513767,35184372097831
4398046513767,35184372097995
4398046513767,37383395346475
4398046513802,4398046516877
4398046513802,4398046520890
4398046513802,6597069769134
4398046513802,10995116287466
4398046513802,15393162793222
4398046513802,15393162793934
4398046513802,21990232559659
4398046513802,26388279068286
4398046513802,28587302323624
4398046513802,37383395345186
4398046513802,37383395349610
4398046513829,15393162792602
4398046513934,6597069775831
4398046513934,19791209304705
4398046513937,35184372093350
4398046513986,13194139540317
4398046513986,19791209303126
4398046513986,26388279075503
4398046513988,8796093026744
4398046513988,30786325582767
4398046513988,35184372091281
4398046514021,26388279071809
4398046514021,37383395352273
4398046514037,24189255814889
4398046514100,4398046519431
4398046514100,6597069767791
4398046514100,8796093026744
4398046514100,10995116278138
4398046514100,15393162792958
4398046514100,15393162795422
4398046514100,15393162796914
4398046514100,19791209309821
4398046514100,28587302331403
4398046514100,35184372093215
4398046514104,4398046520505
4398046514104,13194139534180
4398046514104,15393162797132
4398046514104,35184372097490
4398046514114,6597069774378
4398046514114,15393162793364
4398046514114,26388279077457
4398046514114,28587302324736
4398046514114,30786325584205
4398046514165,6597069776987
4398046514165,10995116286273
4398046514165,13194139534316
4398046514165,13194139536204
4398046514165,13194139543880
4398046514165,13194139544007
4398046514165,15393162795422
4398046514165,15393162795813
4398046514165,15393162798411
4398046514165,19791209300166
4398046514165,19791209304999
4398046514165,24189255817462
4398046514176,4398046517968
4398046514176,10995116284358
4398046514176,13194139534180
4398046514176,35184372088856
4398046514194,30786325583430
4398046514203,30786325583430
4398046514203,37383395346475
4398046514231,13194139543884
4398046514231,28587302331852
4398046514281,19791209301675
4398046514298,6597069774986
4398046514298,8796093027051
4398046514298,28587302332259
4398046514298,30786325585467
4398046514298,37383395348730
4398046514298,37383395349610
4398046514321,10995116285514
4398046514349,6597069775831
4398046514356,35184372091281
4398046514382,4398046518040
4398046514382,6597069775831
4398046514382,21990232563572
4398046514382,30786325579846
4398046514382,35184372090265
4398046514388,15393162790976
4398046514388,21990232559659
4398046514388,30786325588189
4398046514413,15393162789959
4398046514413,15393162792602
4398046514415,30786325578027
4398046514429,19791209303940
4398046514429,24189255819075
4398046514429,26388279073672
4398046514433,4398046519227
4398046514433,6597069770217
4398046514433,21990232557596
4398046514433,26388279072272
4398046514433,37383395344702
4398046514439,6597069772339
4398046514439,8796093027051
4398046514439,10995116282628
4398046514439,30786325581003
4398046514439,32985348842205
4398046514439,35184372094784
4398046514467,6597069771115
4398046514467,6597069774986
4398046514467,8796093027747
4398046514467,8796093027868
4398046514467,8796093032132
4398046514467,13194139537635
4398046514467,15393162791559
4398046514467,17592186047795
4398046514467,24189255813411
4398046514467,24189255814035
4398046514467,35184372089461
4398046514495,6597069772339
4398046514495,8796093026165
4398046514495,10995116280975
4398046514495,15393162794272
4398046514495,17592186052709
4398046514495,19791209309107
4398046514495,21990232562514
4398046514495,24189255815615
4398046514495,24189255819865
4398046514495,30786325588422
4398046514495,35184372093615
4398046514495,37383395352088
4398046514569,6597069773796
4398046514572,21990232559659
4398046514572,30786325580998
4398046514572,30786325581003
4398046514714,24189255818481
4398046514714,28587302324468
4398046514782,15393162795813
4398046514787,6597069774986
4398046514787,6597069776987
4398046514787,19791209301675
4398046514800,4398046521984
4398046514800,8796093027159
4398046514800,8796093031473
4398046514800,13194139538590
4398046514800,15393162793222
4398046514800,21990232557231
4398046514800,24189255818481
4398046514800,26388279068286
4398046514800,26388279070846
4398046514800,30786325580490
4398046514800,37383395346475
4398046514822,26388279070147
4398046514822,35184372097286
4398046514859,4398046521694
4398046514865,19791209306158
4398046514874,6597069767047
4398046514874,6597069775831
4398046514874,10995116278138
4398046514874,15393162788923
4398046514874,15393162793774
4398046514874,19791209309821
4398046514874,26388279072860
4398046514874,35184372088856
4398046514874,37383395354767
4398046514898,13194139539343
4398046514898,21990232559659
4398046514898,26388279075503
4398046514958,6597069773796
4398046514980,6597069773923
4398046514980,10995116283689
4398046514980,17592186048428
4398046514980,24189255816047
4398046515006,21990232559659
4398046515025,4398046519985
4398046515025,4398046520505
4398046515025,6597069766699
4398046515025,6597069773053
4398046515025,8796093027747
4398046515025,10995116286003
4398046515025,26388279072317
4398046515040,15393162789959
4398046515078,19791209306158
4398046515113,6597069769061
4398046515113,6597069774477
4398046515113,8796093023626
4398046515113,8796093027868
4398046515113,8796093029676
4398046515113,15393162793052
4398046515113,21990232559659
4398046515113,26388279072860
4398046515113,37383395347365
4398046515191,15393162789959
4398046515220,8796093025294
4398046515220,8796093027159
4398046515220,8796093032192
4398046515220,10995116286920
4398046515220,30786325578027
4398046515220,35184372091451
4398046515220,37383395346475
4398046515356,19791209306158
4398046515365,6597069773288
4398046515365,6597069774986
4398046515365,8796093032022
4398046515365,10995116285126
4398046515365,21990232561382
4398046515365,26388279075022
4398046515365,37383395345487
4398046515365,37383395348452
4398046515365,37383395351730
4398046515369,15393162797132
4398046515398,13194139536351
4398046515398,30786325583430
4398046515398,37383395350874
4398046515411,30786325584205
4398046515526,4398046517216
4398046515526,8796093023078
4398046515526,10995116284554
4398046515547,10995116284554
4398046515597,6597069776987
4398046515597,13194139535829
4398046515597,30786325583430
4398046515597,35184372095672
4398046515653,8796093023078
4398046515653,19791209309552
4398046515653,26388279071292
4398046515653,30786325584361
4398046515653,35184372092017
4398046515696,8796093027051
4398046515696,21990232559659
